rank,domain,title,has_iso_27001,has_soc_2,has_csa_star,total_claimed_attestations,attestation_audit_status,pages_inspected,attestation_evidence,score_tls_transport,score_dns_email,score_http_headers,score_pki_cert,d_vpf_technical_score,dmarc_policy,hsts_present,csp_present,tls_validation_status,cert_lifespan_days,cert_max_allowed_days,key_type,key_bits,http_probe_status,dns_probe_status
1377,ultradns.com,UltraDNS | Enterprise Authoritative DNS | DigiCert,0,0,0,0,observed,https://www.digicert.com/dns;https://www.digicert.com/why-digicert;https://www.digicert.com/campaigns/thank-you,,18,10,5,25,58,None,True,False,verified,59,200,RSA,4096,observed,observed
1517,twilio.com,"Conversational AI and APIs for SMS, Email, Voice | Twilio",1,1,0,2,observed,https://www.twilio.com/en-us;https://www.twilio.com/en-us/security;https://www.twilio.com/en-us/trust;https://www.twilio.com/en-us/trust-center;https://www.twilio.com/en-us,https://www.twilio.com/en-us/security,18,5,10,25,58,None,True,False,verified,394,398,RSA,2048,observed,observed
1557,therapservices.net,Leading Documentation System for I/DD Providers and States,0,1,0,1,observed,https://www.therapservices.net/;https://www.therapservices.net/products/quality-assurance/,https://www.therapservices.net/,15,5,5,25,50,None,False,False,verified,90,200,EC-secp256r1,256,observed,observed
1626,sun.com,Hardware | Oracle,0,0,0,0,observed,https://www.oracle.com/it-infrastructure/;https://www.oracle.com/it-infrastructure/;https://www.oracle.com/it-infrastructure/;https://www.oracle.com/it-infrastructure/;https://www.oracle.com/it-infrastructure/;https://www.oracle.com/it-infrastructure/;https://www.oracle.com/it-infrastructure/;https://www.oracle.com/it-infrastructure/;https://www.oracle.com/it-infrastructure/;https://www.oracle.com/legal/privacy/;https://www.oracle.com/legal/privacy/privacy-choices/;https://www.oracle.com/legal/privacy/privacy-policy/,,20,5,20,25,70,None,True,True,verified,198,200,RSA,2048,observed,observed
1780,tawk.to,tawk.to - Free Live Chat Software for Your Website,0,0,0,0,observed,https://www.tawk.to/;https://tawk.to/security;https://tawk.to/trust;https://tawk.to/compliance,,20,5,10,25,60,None,True,False,verified,90,200,EC-secp256r1,256,observed,observed
1786,vmware.com,VMware by Broadcom - Cloud Computing for the Enterprise,0,0,0,0,observed,https://www.vmware.com/;https://www.vmware.com/solutions/security,,20,10,20,25,75,None,True,True,verified,396,398,RSA,2048,observed,observed
1797,mongodb.com,MongoDB: The World’s Leading Modern Data Platform | MongoDB,1,1,1,3,observed,https://www.mongodb.com/;https://www.mongodb.com/company/contact/mongodb-vulnerability-disclosure-policy;https://www.mongodb.com/products/platform/trust;https://www.mongodb.com/products/capabilities/security;https://learn.mongodb.com/;https://trust.mongodb.com/;https://www.mongodb.com/;https://www.mongodb.com/,https://www.mongodb.com/products/platform/trust,15,5,0,25,45,None,False,False,verified,89,200,RSA,2048,observed,observed
1801,medallia.com,Experience Management Software Platform – Medallia – Experience Management Software,1,1,0,2,observed,https://www.medallia.com/;https://www.medallia.com/security/;https://www.medallia.com/security/;https://www.medallia.com/security/;https://www.medallia.com/training-certification/;https://www.medallia.com/products/agent-connect/quality-management/,https://www.medallia.com/security/,18,5,10,25,58,None,True,False,verified,394,398,RSA,2048,observed,observed
1812,rapid7.com,Rapid7 Managed Cybersecurity: Outpace Attackers,1,1,0,2,observed,https://www.rapid7.com/;https://www.rapid7.com/security/;https://www.rapid7.com/trust/;https://www.rapid7.com/products/command/cyber-grc/;https://www.rapid7.com/solutions/ai-powered-security-operations-soc/;https://www.rapid7.com/products/insightappsec/;https://www.rapid7.com/services/managed-application-security/,https://www.rapid7.com/services/managed-application-security/,20,10,25,25,80,None,True,True,verified,197,200,RSA,2048,observed,observed
1833,trustarc.com,Data Privacy Management Software & Solutions | TrustArc,1,1,0,2,observed,https://trustarc.com/;https://trustarc.com/products/consent-consumer-rights/trust-center/;https://trustarc.com/resource/compliance-privacy-assessments/;https://trustarc.com/products/consent-consumer-rights/trust-center/;https://trustarc.com/resource/compliance-privacy-assessments/;https://trustarc.com/resource/compliance-privacy-assessments/;https://trustarc.com/;https://trustarc.com/solutions/privacy-vendor-risk-assessments/;https://trustarc.com/solutions/privacy-program-management/;https://trustarc.com/solutions/privacy-program-consulting/,https://trustarc.com/;https://trustarc.com/products/consent-consumer-rights/trust-center/,15,10,8,25,58,None,False,True,verified,90,200,EC-secp256r1,256,observed,observed
1843,pusher.com,Pusher | Leader In Realtime Technologies,1,0,0,1,observed,https://pusher.com/;https://pusher.com/security/,https://pusher.com/security/,18,5,0,25,48,None,True,False,verified,197,200,RSA,2048,observed,observed
1858,livechatinc.com,LiveChat® - The Best AI Live Chat Software for Business | LiveChat.com,0,0,1,1,observed,https://www.livechat.com/;https://www.livechat.com/features/security/;https://www.livechat.com/privacy-policy-generator/,https://www.livechat.com/features/security/,20,5,0,25,50,None,True,False,verified,90,200,EC-secp256r1,256,observed,observed
1911,cloud.com,Cloud Software Group home,1,1,0,2,observed,https://www.cloud.com/;https://www.cloud.com/trust-center;https://security.cloud.com/Citrix/StoreWeb/,https://www.cloud.com/trust-center/certifications,18,5,25,25,73,None,True,True,verified,198,200,RSA,2048,observed,observed
1917,mapbox.com,"Mapbox | Maps, Navigation, Search, and Data",0,1,0,1,observed,https://www.mapbox.com/;https://www.mapbox.com/platform/security;https://trust.mapbox.com/,https://www.mapbox.com/platform/security,20,5,20,25,70,None,True,True,verified,396,398,RSA,2048,observed,observed
1951,rackspace.com,Rackspace Technology | Where Enterprise AI runs and outcomes scale,1,1,0,2,observed,https://www.rackspace.com:443/;https://www.rackspace.com:443/security;https://www.rackspace.com:443/compliance;https://www.rackspace.com/security;https://www.rackspace.com:443/security/threat-detection-response;https://www.rackspace.com/lp/ccpa-opt-out;https://www.rackspace.com:443/information/legal/privacycenter,https://www.rackspace.com:443/compliance,20,5,20,25,70,None,True,True,verified,393,398,RSA,2048,observed,observed
1976,romarg.com,Domains .EU - Domain Registration and Web Hosting through ROMARG,0,0,0,0,observed,https://romarg.com/;https://romarg.com/certificate-ssl/validare-domeniu.html;https://romarg.com/certificate-ssl/validare-organizatie.html;https://romarg.com/certificate-ssl/validare-extinsa.html;https://romarg.com/certificate-ssl/wildcard.html,,15,5,5,25,50,None,False,False,verified,89,200,RSA,2048,observed,observed
